date_key,campaign_key,site_key,creative_key,placement_key,size_key,impressions,clicks
20210101,1,11,2,48,1,16122.0,8.0
20210101,1,11,2,48,3,117911.0,80.0
20210101,1,11,2,48,5,73628.0,57.0
20210101,1,13,2,29,5,1248.0,7.0
20210101,1,17,7,52,3,11151.0,50.0
20210101,1,17,7,52,5,13092.0,9.0
20210101,1,17,8,52,3,11386.0,42.0
20210101,1,17,8,52,5,13024.0,8.0
20210101,1,17,2,52,3,19214.0,64.0
20210101,1,17,2,52,5,19700.0,9.0
20210101,1,16,7,51,1,2567.0,2.0
20210101,1,16,7,51,3,26013.0,70.0
20210101,1,16,7,51,5,3982.0,8.0
20210101,1,16,8,51,1,2695.0,2.0
20210101,1,16,8,51,3,25882.0,82.0
20210101,1,16,8,51,5,3885.0,7.0
20210101,1,16,2,51,1,6267.0,4.0
20210101,1,16,2,51,3,54854.0,104.0
20210101,1,16,2,51,5,8724.0,5.0
20210101,1,16,2,53,3,2153.0,21.0
20210101,1,18,7,43,1,992.0,1.0
20210101,1,18,7,43,3,4598.0,5.0
20210101,1,18,7,43,5,154627.0,294.0
20210101,1,18,8,43,1,1012.0,1.0
20210101,1,18,8,43,3,4421.0,7.0
20210101,1,18,8,43,5,154846.0,297.0
20210101,1,18,2,43,1,2078.0,2.0
20210101,1,18,2,43,3,10264.0,11.0
20210101,1,18,2,43,5,407530.0,537.0
20210101,1,19,7,1,1,7304.0,13.0
20210101,1,19,7,1,3,52880.0,96.0
20210101,1,19,7,1,5,19581.0,21.0
20210101,1,19,8,1,1,7410.0,22.0
20210101,1,19,8,1,3,52661.0,80.0
20210101,1,19,8,1,5,19425.0,31.0
20210101,1,19,2,1,1,13385.0,15.0
20210101,1,19,2,1,3,98546.0,115.0
20210101,1,19,2,1,5,35991.0,14.0
20210101,1,19,7,18,1,106.0,0.0
20210101,1,19,7,18,3,931.0,9.0
20210101,1,19,7,18,5,272.0,3.0
20210101,1,19,8,18,1,99.0,0.0
20210101,1,19,8,18,3,943.0,11.0
20210101,1,19,8,18,5,231.0,2.0
20210101,1,19,2,18,1,403.0,2.0
20210101,1,19,2,18,3,2690.0,23.0
20210101,1,19,2,18,5,751.0,1.0
20210101,1,19,7,37,1,10013.0,19.0
20210101,1,19,7,37,3,60335.0,102.0
20210101,1,19,7,37,5,24095.0,30.0
20210101,1,19,8,37,1,10218.0,20.0
20210101,1,19,8,37,3,59945.0,132.0
20210101,1,19,8,37,5,23857.0,35.0
20210101,1,19,2,37,1,19286.0,27.0
20210101,1,19,2,37,3,138261.0,171.0
20210101,1,19,2,37,5,49713.0,21.0
20210101,1,20,7,45,1,88315.0,6.0
20210101,1,20,7,45,3,199292.0,315.0
20210101,1,20,7,45,5,109607.0,31.0
20210101,1,20,8,45,1,88358.0,11.0
20210101,1,20,8,45,3,199464.0,305.0
20210101,1,20,8,45,4,931113.0,929.0
20210101,1,20,8,45,5,108878.0,27.0
20210101,1,20,2,45,1,259567.0,13.0
20210101,1,20,2,45,3,363477.0,29.0
20210101,1,20,2,45,5,287526.0,17.0
20210201,1,7,7,40,1,407.0,5.0
20210201,1,7,7,40,3,5523.0,51.0
20210201,1,7,7,40,5,730.0,6.0
20210201,1,7,8,40,1,351.0,2.0
20210201,1,7,8,40,3,5329.0,53.0
20210201,1,7,8,40,4,4222.0,2.0
20210201,1,7,8,40,5,733.0,5.0
20210201,1,7,2,40,1,759.0,8.0
20210201,1,7,2,40,3,9507.0,53.0
20210201,1,7,2,40,5,1367.0,2.0
20210201,1,7,7,41,1,47.0,0.0
20210201,1,7,7,41,3,660.0,6.0
20210201,1,7,7,41,5,109.0,0.0
20210201,1,7,8,41,1,40.0,0.0
20210201,1,7,8,41,3,607.0,7.0
20210201,1,7,8,41,4,635.0,1.0
20210201,1,7,8,41,5,97.0,1.0
20210201,1,7,2,41,1,107.0,0.0
20210201,1,7,2,41,3,1714.0,7.0
20210201,1,7,2,41,5,284.0,0.0
20210201,1,7,7,42,1,28.0,0.0
20210201,1,7,7,42,3,470.0,7.0
20210201,1,7,7,42,5,105.0,0.0
20210201,1,7,8,42,1,24.0,0.0
20210201,1,7,8,42,3,452.0,3.0
20210201,1,7,8,42,4,461.0,2.0
20210201,1,7,8,42,5,82.0,0.0
20210201,1,7,2,42,1,79.0,0.0
20210201,1,7,2,42,3,1268.0,4.0
20210201,1,7,2,42,5,224.0,0.0
20210201,1,10,7,45,1,31245.0,6.0
20210201,1,10,7,45,3,92207.0,58.0
20210201,1,10,7,45,5,47106.0,13.0
20210201,1,10,8,45,1,31036.0,3.0
20210201,1,10,8,45,3,92030.0,62.0
20210201,1,10,8,45,4,669080.0,628.0
20210201,1,10,8,45,5,47536.0,9.0
20210201,1,10,2,45,1,60051.0,10.0
20210201,1,10,2,45,3,170319.0,80.0
20210201,1,10,2,45,5,99310.0,16.0
20210201,1,11,7,49,1,17533.0,6.0
20210201,1,11,7,49,5,32808.0,23.0
20210201,1,11,8,49,1,17561.0,3.0
20210201,1,11,8,49,4,162938.0,194.0
20210201,1,11,8,49,5,32806.0,26.0
20210201,1,11,2,49,1,48068.0,23.0
20210201,1,11,2,49,3,1.0,0.0
20210201,1,11,2,49,5,138242.0,121.0
20210201,1,11,7,50,1,6383.0,2.0
20210201,1,11,7,50,3,35578.0,23.0
20210201,1,11,7,50,5,12926.0,14.0
20210201,1,11,8,50,1,6317.0,2.0
20210201,1,11,8,50,3,35900.0,22.0
20210201,1,11,8,50,4,131234.0,140.0
20210201,1,11,8,50,5,12700.0,17.0
20210201,1,11,2,50,1,25365.0,9.0
20210201,1,11,2,50,3,127984.0,77.0
20210201,1,11,2,50,5,56032.0,50.0
20210201,1,13,2,30,5,442.0,1.0
20210201,1,17,7,52,3,11531.0,71.0
20210201,1,17,7,52,5,3979.0,13.0
20210201,1,17,8,52,3,11800.0,65.0
20210201,1,17,8,52,5,3868.0,10.0
20210201,1,17,2,52,3,24110.0,85.0
20210201,1,17,2,52,5,8874.0,9.0
20210201,1,16,7,51,1,3936.0,5.0
20210201,1,16,7,51,3,31961.0,74.0
20210201,1,16,7,51,5,4855.0,4.0
20210201,1,16,8,51,1,3760.0,5.0
20210201,1,16,8,51,3,31953.0,90.0
20210201,1,16,8,51,5,4850.0,3.0
20210201,1,16,2,51,1,4018.0,4.0
20210201,1,16,2,51,3,73902.0,160.0
20210201,1,16,2,51,5,4817.0,5.0
20210201,1,16,2,53,3,1728.0,17.0
20210201,1,18,7,43,1,1014.0,3.0
20210201,1,18,7,43,3,2667.0,3.0
20210201,1,18,7,43,5,174004.0,343.0
20210201,1,18,8,43,1,991.0,1.0
20210201,1,18,8,43,3,2622.0,3.0
20210201,1,18,8,43,5,174054.0,341.0
20210201,1,18,2,43,1,1210.0,2.0
20210201,1,18,2,43,3,4462.0,4.0
20210201,1,18,2,43,5,376777.0,337.0
20210201,1,19,7,1,1,6675.0,5.0
20210201,1,19,7,1,3,52796.0,94.0
20210201,1,19,7,1,5,19924.0,18.0
20210201,1,19,8,1,1,6883.0,7.0
20210201,1,19,8,1,3,52818.0,74.0
20210201,1,19,8,1,5,19877.0,29.0
20210201,1,19,2,1,1,16583.0,11.0
20210201,1,19,2,1,3,109061.0,102.0
20210201,1,19,2,1,5,40259.0,16.0
20210201,1,19,7,18,1,102.0,0.0
20210201,1,19,7,18,3,924.0,8.0
20210201,1,19,7,18,5,242.0,0.0
20210201,1,19,8,18,1,77.0,0.0
20210201,1,19,8,18,3,927.0,3.0
20210201,1,19,8,18,5,230.0,1.0
20210201,1,19,2,18,1,366.0,0.0
20210201,1,19,2,18,3,2756.0,10.0
20210201,1,19,2,18,5,637.0,2.0
20210201,1,19,7,37,1,9500.0,17.0
20210201,1,19,7,37,3,63616.0,113.0
20210201,1,19,7,37,5,24858.0,44.0
20210201,1,19,8,37,1,9451.0,16.0
20210201,1,19,8,37,3,64338.0,136.0
20210201,1,19,8,37,5,24807.0,35.0
20210201,1,19,2,37,1,20926.0,19.0
20210201,1,19,2,37,3,133725.0,157.0
20210201,1,19,2,37,5,50133.0,57.0
20210201,1,20,7,45,1,73090.0,15.0
20210201,1,20,7,45,3,211105.0,23.0
20210201,1,20,7,45,5,132228.0,25.0
20210201,1,20,8,45,1,73160.0,13.0
20210201,1,20,8,45,3,210978.0,29.0
20210201,1,20,8,45,4,502283.0,517.0
20210201,1,20,8,45,5,131426.0,23.0
20210201,1,20,2,45,1,228777.0,45.0
20210201,1,20,2,45,3,444106.0,50.0
20210201,1,20,2,45,5,296945.0,36.0
20210201,1,6,2,7,1,347.0,7.0
20210201,1,6,2,7,3,26.0,0.0
20210201,1,6,2,7,5,518.0,10.0
20210201,1,6,2,8,1,488.0,1.0
20210201,1,6,2,8,5,527.0,0.0
20210201,1,6,2,9,1,5819.0,0.0
20210201,1,6,2,9,3,139.0,0.0
20210201,1,6,2,9,5,6122.0,6.0
20210201,1,6,2,10,1,93.0,0.0
20210201,1,6,2,10,3,4.0,0.0
20210201,1,6,2,10,5,86.0,1.0
20210201,1,6,2,11,1,612.0,2.0
20210201,1,6,2,11,3,8.0,0.0
20210201,1,6,2,11,5,593.0,0.0
20210201,1,6,9,12,2,3.0,0.0
20210201,1,6,9,13,2,2.0,0.0
20210201,1,6,9,14,2,2.0,0.0
20210201,1,6,9,15,2,3.0,0.0
20210201,1,6,9,16,2,2.0,0.0
20210201,1,6,9,17,2,2.0,0.0
20210201,1,6,9,36,2,3.0,0.0
20210301,1,7,7,40,1,406.0,3.0
20210301,1,7,7,40,3,5922.0,66.0
20210301,1,7,7,40,5,1020.0,3.0
20210301,1,7,8,40,1,452.0,4.0
20210301,1,7,8,40,3,6021.0,51.0
20210301,1,7,8,40,4,3077.0,4.0
20210301,1,7,8,40,5,987.0,3.0
20210301,1,7,2,40,1,863.0,6.0
20210301,1,7,2,40,3,10601.0,50.0
20210301,1,7,2,40,5,1959.0,2.0
20210301,1,7,7,41,1,43.0,0.0
20210301,1,7,7,41,3,773.0,6.0
20210301,1,7,7,41,5,100.0,0.0
20210301,1,7,8,41,1,37.0,1.0
20210301,1,7,8,41,3,749.0,3.0
20210301,1,7,8,41,4,629.0,1.0
20210301,1,7,8,41,5,130.0,1.0
20210301,1,7,2,41,1,119.0,0.0
20210301,1,7,2,41,3,1604.0,13.0
20210301,1,7,2,41,5,277.0,2.0
20210301,1,7,7,42,1,36.0,1.0
20210301,1,7,7,42,3,563.0,6.0
20210301,1,7,7,42,5,98.0,0.0
20210301,1,7,8,42,1,30.0,0.0
20210301,1,7,8,42,3,563.0,8.0
20210301,1,7,8,42,4,483.0,1.0
20210301,1,7,8,42,5,80.0,0.0
20210301,1,7,2,42,1,92.0,0.0
20210301,1,7,2,42,3,1184.0,3.0
20210301,1,7,2,42,5,214.0,1.0
20210301,1,10,7,45,1,35262.0,9.0
20210301,1,10,7,45,3,113793.0,82.0
20210301,1,10,7,45,5,57471.0,8.0
20210301,1,10,8,45,1,35545.0,12.0
20210301,1,10,8,45,3,114788.0,68.0
20210301,1,10,8,45,4,726218.0,593.0
20210301,1,10,8,45,5,56947.0,9.0
20210301,1,10,2,45,1,62545.0,9.0
20210301,1,10,2,45,3,214744.0,102.0
20210301,1,10,2,45,5,104374.0,11.0
20210301,1,11,7,49,1,31172.0,13.0
20210301,1,11,7,49,5,34616.0,20.0
20210301,1,11,8,49,1,31135.0,14.0
20210301,1,11,8,49,4,172796.0,139.0
20210301,1,11,8,49,5,34404.0,22.0
20210301,1,11,2,49,1,137237.0,43.0
20210301,1,11,2,49,3,9.0,0.0
20210301,1,11,2,49,5,172023.0,63.0
20210301,1,11,7,50,1,4874.0,2.0
20210301,1,11,7,50,3,31902.0,46.0
20210301,1,11,7,50,5,5226.0,4.0
20210301,1,11,8,50,1,4918.0,1.0
20210301,1,11,8,50,3,31844.0,37.0
20210301,1,11,8,50,4,140909.0,98.0
20210301,1,11,8,50,5,5125.0,4.0
20210301,1,11,2,50,1,20898.0,8.0
20210301,1,11,2,50,3,69063.0,51.0
20210301,1,11,2,50,5,17172.0,12.0
20210301,1,13,2,30,5,23.0,1.0
20210301,1,17,7,52,3,13345.0,57.0
20210301,1,17,7,52,5,3566.0,9.0
20210301,1,17,8,52,3,13235.0,60.0
20210301,1,17,8,52,5,3573.0,15.0
20210301,1,17,2,52,3,28821.0,99.0
20210301,1,17,2,52,5,7255.0,10.0
20210301,1,16,7,51,1,4005.0,3.0
20210301,1,16,7,51,3,32140.0,77.0
20210301,1,16,7,51,5,4989.0,2.0
20210301,1,16,8,51,1,4057.0,5.0
20210301,1,16,8,51,3,32419.0,57.0
20210301,1,16,8,51,5,5018.0,0.0
20210301,1,16,2,51,1,7582.0,5.0
20210301,1,16,2,51,3,57939.0,86.0
20210301,1,16,2,51,5,10332.0,5.0
20210301,1,16,2,53,3,1875.0,25.0
20210301,1,18,7,43,1,1973.0,0.0
20210301,1,18,7,43,3,38376.0,42.0
20210301,1,18,7,43,5,167753.0,294.0
20210301,1,18,8,43,1,2040.0,4.0
20210301,1,18,8,43,3,38298.0,57.0
20210301,1,18,8,43,5,166865.0,255.0
20210301,1,18,2,43,1,2580.0,5.0
20210301,1,18,2,43,3,89461.0,110.0
20210301,1,18,2,43,5,263529.0,374.0
20210301,1,19,7,1,1,2113.0,0.0
20210301,1,19,7,1,3,61001.0,78.0
20210301,1,19,7,1,5,23709.0,8.0
20210301,1,19,8,1,1,2171.0,2.0
20210301,1,19,8,1,3,61059.0,83.0
20210301,1,19,8,1,5,23419.0,14.0
20210301,1,19,2,1,1,6171.0,1.0
20210301,1,19,2,1,3,123257.0,93.0
20210301,1,19,2,1,5,47783.0,7.0
20210301,1,19,7,18,1,136.0,0.0
20210301,1,19,7,18,3,1273.0,2.0
20210301,1,19,7,18,5,320.0,1.0
20210301,1,19,8,18,1,142.0,0.0
20210301,1,19,8,18,3,1250.0,5.0
20210301,1,19,8,18,5,327.0,1.0
20210301,1,19,2,18,1,452.0,0.0
20210301,1,19,2,18,3,2803.0,2.0
20210301,1,19,2,18,5,762.0,2.0
20210301,1,19,7,37,1,9277.0,10.0
20210301,1,19,7,37,3,73927.0,150.0
20210301,1,19,7,37,5,28427.0,30.0
20210301,1,19,8,37,1,9228.0,7.0
20210301,1,19,8,37,3,73881.0,136.0
20210301,1,19,8,37,5,28397.0,23.0
20210301,1,19,2,37,1,22012.0,13.0
20210301,1,19,2,37,3,153913.0,152.0
20210301,1,19,2,37,5,55794.0,19.0
20210301,1,20,7,45,1,67716.0,20.0
20210301,1,20,7,45,3,184885.0,31.0
20210301,1,20,7,45,5,121642.0,35.0
20210301,1,20,8,45,1,67541.0,26.0
20210301,1,20,8,45,3,184979.0,31.0
20210301,1,20,8,45,4,685418.0,981.0
20210301,1,20,8,45,5,120692.0,24.0
20210301,1,20,2,45,1,140054.0,26.0
20210301,1,20,2,45,3,372099.0,39.0
20210301,1,20,2,45,5,220605.0,20.0
20210301,1,6,2,7,1,480.0,1.0
20210301,1,6,2,7,3,20.0,0.0
20210301,1,6,2,7,5,780.0,1.0
20210301,1,6,2,8,1,441.0,1.0
20210301,1,6,2,8,5,831.0,0.0
20210301,1,6,2,9,1,9565.0,2.0
20210301,1,6,2,9,3,269.0,0.0
20210301,1,6,2,9,5,10224.0,12.0
20210301,1,6,2,10,1,168.0,0.0
20210301,1,6,2,10,3,3.0,0.0
20210301,1,6,2,10,5,161.0,1.0
20210301,1,6,2,11,1,1121.0,0.0
20210301,1,6,2,11,3,22.0,0.0
20210301,1,6,2,11,5,799.0,0.0
20210401,1,7,7,40,1,183.0,3.0
20210401,1,7,7,40,3,3177.0,31.0
20210401,1,7,7,40,5,870.0,4.0
20210401,1,7,8,40,1,187.0,0.0
20210401,1,7,8,40,3,3097.0,22.0
20210401,1,7,8,40,4,1667.0,1.0
20210401,1,7,8,40,5,852.0,5.0
20210401,1,7,3,40,1,425.0,0.0
20210401,1,7,4,40,3,5942.0,28.0
20210401,1,7,5,40,5,1630.0,1.0
20210401,1,7,7,41,1,119.0,0.0
20210401,1,7,7,41,3,2831.0,20.0
20210401,1,7,7,41,5,127.0,0.0
20210401,1,7,8,41,1,104.0,0.0
20210401,1,7,8,41,3,2825.0,19.0
20210401,1,7,8,41,4,3178.0,7.0
20210401,1,7,8,41,5,134.0,0.0
20210401,1,7,3,41,1,685.0,4.0
20210401,1,7,4,41,3,9860.0,54.0
20210401,1,7,5,41,5,1187.0,2.0
20210401,1,7,7,42,1,17.0,1.0
20210401,1,7,7,42,3,387.0,1.0
20210401,1,7,7,42,5,33.0,0.0
20210401,1,7,8,42,1,21.0,0.0
20210401,1,7,8,42,3,351.0,2.0
20210401,1,7,8,42,4,633.0,1.0
20210401,1,7,8,42,5,38.0,0.0
20210401,1,7,3,42,1,53.0,0.0
20210401,1,7,4,42,3,1111.0,3.0
20210401,1,7,5,42,5,87.0,0.0
20210401,1,10,7,45,1,18424.0,3.0
20210401,1,10,7,45,3,51307.0,29.0
20210401,1,10,7,45,5,29390.0,9.0
20210401,1,10,8,45,1,18344.0,4.0
20210401,1,10,8,45,3,51432.0,25.0
20210401,1,10,8,45,4,437940.0,340.0
20210401,1,10,8,45,5,29356.0,6.0
20210401,1,10,3,45,1,31537.0,4.0
20210401,1,10,4,45,3,89911.0,48.0
20210401,1,10,5,45,5,52190.0,11.0
20210401,1,10,7,54,1,5901.0,1.0
20210401,1,10,7,54,3,37289.0,25.0
20210401,1,10,7,54,5,18033.0,12.0
20210401,1,10,8,54,1,5904.0,2.0
20210401,1,10,8,54,3,37133.0,20.0
20210401,1,10,8,54,4,122151.0,76.0
20210401,1,10,8,54,5,17750.0,18.0
20210401,1,10,3,54,1,12541.0,9.0
20210401,1,10,4,54,3,70381.0,18.0
20210401,1,10,5,54,5,35106.0,19.0
20210401,1,11,7,49,1,10429.0,3.0
20210401,1,11,7,49,3,40349.0,17.0
20210401,1,11,7,49,5,17103.0,16.0
20210401,1,11,8,49,1,10429.0,4.0
20210401,1,11,8,49,3,40749.0,32.0
20210401,1,11,8,49,4,179233.0,203.0
20210401,1,11,8,49,5,17044.0,29.0
20210401,1,11,3,49,1,43686.0,12.0
20210401,1,11,4,49,3,155423.0,75.0
20210401,1,11,5,49,5,70894.0,61.0
20210401,1,11,7,50,1,5503.0,6.0
20210401,1,11,7,50,3,38996.0,17.0
20210401,1,11,7,50,5,7661.0,8.0
20210401,1,11,8,50,1,5482.0,1.0
20210401,1,11,8,50,3,38566.0,16.0
20210401,1,11,8,50,4,141381.0,130.0
20210401,1,11,8,50,5,7463.0,9.0
20210401,1,11,3,50,1,22685.0,9.0
20210401,1,11,4,50,3,169074.0,85.0
20210401,1,11,5,50,5,33429.0,18.0
20210401,1,17,7,52,3,13994.0,65.0
20210401,1,17,7,52,5,4088.0,18.0
20210401,1,17,8,52,3,13952.0,45.0
20210401,1,17,8,52,5,4095.0,15.0
20210401,1,17,4,52,3,27997.0,70.0
20210401,1,17,5,52,5,9141.0,17.0
20210401,1,14,4,47,3,438.0,4.0
20210401,1,14,5,47,5,105.0,2.0
20210401,1,14,8,44,1,1.0,0.0
20210401,1,16,7,51,1,4664.0,3.0
20210401,1,16,7,51,3,30752.0,79.0
20210401,1,16,7,51,5,5255.0,0.0
20210401,1,16,8,51,1,4490.0,4.0
20210401,1,16,8,51,3,30818.0,82.0
20210401,1,16,8,51,5,5129.0,2.0
20210401,1,16,3,51,1,13963.0,9.0
20210401,1,16,4,51,3,55688.0,90.0
20210401,1,16,5,51,5,13197.0,7.0
20210401,1,16,4,53,3,2219.0,25.0
20210401,1,16,1,53,2,0.0,417.0
20210401,1,18,7,43,1,1802.0,4.0
20210401,1,18,7,43,3,54183.0,45.0
20210401,1,18,7,43,5,133421.0,212.0
20210401,1,18,8,43,1,1873.0,5.0
20210401,1,18,8,43,3,54183.0,71.0
20210401,1,18,8,43,5,133601.0,220.0
20210401,1,18,3,43,1,8237.0,6.0
20210401,1,18,4,43,3,122611.0,117.0
20210401,1,18,5,43,5,329875.0,263.0
20210401,1,19,7,1,1,6597.0,2.0
20210401,1,19,7,1,3,47310.0,55.0
20210401,1,19,7,1,5,18008.0,6.0
20210401,1,19,8,1,1,6630.0,3.0
20210401,1,19,8,1,3,47867.0,80.0
20210401,1,19,8,1,5,18099.0,8.0
20210401,1,19,3,1,1,22976.0,9.0
20210401,1,19,4,1,3,164615.0,156.0
20210401,1,19,5,1,5,62693.0,14.0
20210401,1,19,7,18,1,35.0,1.0
20210401,1,19,7,18,3,340.0,3.0
20210401,1,19,7,18,5,93.0,0.0
20210401,1,19,8,18,1,46.0,0.0
20210401,1,19,8,18,3,361.0,1.0
20210401,1,19,8,18,5,99.0,0.0
20210401,1,19,3,18,1,152.0,1.0
20210401,1,19,4,18,3,1340.0,2.0
20210401,1,19,5,18,5,441.0,1.0
20210401,1,19,7,37,1,8113.0,16.0
20210401,1,19,7,37,3,61389.0,91.0
20210401,1,19,7,37,5,14084.0,10.0
20210401,1,19,8,37,1,8174.0,13.0
20210401,1,19,8,37,3,61315.0,121.0
20210401,1,19,8,37,5,14096.0,10.0
20210401,1,19,3,37,1,22458.0,15.0
20210401,1,19,4,37,3,136004.0,161.0
20210401,1,19,5,37,5,54166.0,16.0
20210401,1,20,7,45,1,89760.0,41.0
20210401,1,20,7,45,3,121176.0,30.0
20210401,1,20,7,45,5,133102.0,60.0
20210401,1,20,8,45,1,89368.0,35.0
20210401,1,20,8,45,3,120597.0,24.0
20210401,1,20,8,45,4,188555.0,314.0
20210401,1,20,8,45,5,133174.0,60.0
20210401,1,20,3,45,1,152460.0,26.0
20210401,1,20,4,45,3,197114.0,32.0
20210401,1,20,5,45,5,269508.0,72.0
20210401,1,20,7,54,1,12070.0,4.0
20210401,1,20,7,54,3,12440.0,1.0
20210401,1,20,7,54,5,13963.0,7.0
20210401,1,20,8,54,1,12131.0,5.0
20210401,1,20,8,54,3,12418.0,10.0
20210401,1,20,8,54,4,168025.0,256.0
20210401,1,20,8,54,5,13774.0,8.0
20210401,1,20,3,54,1,32082.0,21.0
20210401,1,20,4,54,3,53764.0,16.0
20210401,1,20,5,54,5,47149.0,11.0
20210401,1,6,3,7,1,436.0,2.0
20210401,1,6,4,7,3,17.0,0.0
20210401,1,6,5,7,5,720.0,9.0
20210401,1,6,3,8,1,1045.0,0.0
20210401,1,6,5,8,5,783.0,1.0
20210401,1,6,3,9,1,7651.0,4.0
20210401,1,6,4,9,3,213.0,0.0
20210401,1,6,5,9,5,8254.0,5.0
20210401,1,6,3,10,1,129.0,0.0
20210401,1,6,4,10,3,2.0,0.0
20210401,1,6,5,10,5,142.0,0.0
20210401,1,6,3,11,1,363.0,0.0
20210401,1,6,4,11,3,28.0,0.0
20210401,1,6,5,11,5,696.0,0.0
20210401,1,5,1,31,2,815.153,8.945
20210401,1,5,1,32,2,244.026,3.068
20210401,1,5,1,33,2,225.297,2.974
20210401,1,5,1,34,2,63.717,663.0
20210101,1,5,1,31,2,178.958,3.85
20210101,1,5,1,32,2,808.465,13.248
20210101,1,5,1,33,2,24.013,227.0
20210101,1,5,1,34,2,94.216,1.152
20210201,1,5,1,31,2,116.711,2.343
20210201,1,5,1,32,2,373.703,5.631
20210201,1,5,1,33,2,32.557,341.0
20210201,1,5,1,34,2,393.575,5.706
20210301,1,5,1,31,2,141.284,2.196
20210301,1,5,1,32,2,190.033,2.665
20210301,1,5,1,33,2,74.951,842.0
20210301,1,5,1,34,2,441.538,6.543
20210501,1,3,9,20,2,344.0,0.0
20210501,1,3,9,22,2,1.0,0.0
20210501,1,3,9,27,2,1.0,0.0
20210501,1,10,7,45,3,1.0,0.0
20210501,1,10,8,45,1,1.0,0.0
20210501,1,10,8,45,3,1.0,0.0
20210501,1,10,8,45,4,1.0,0.0
20210501,1,10,3,45,1,1.0,0.0
20210501,1,10,4,45,3,9.0,0.0
20210501,1,10,5,45,5,2.0,0.0
20210501,1,10,7,54,3,1.0,0.0
20210501,1,10,8,54,3,2.0,0.0
20210501,1,10,8,54,4,5.0,0.0
20210501,1,10,4,54,3,1.0,0.0
20210501,1,16,3,51,1,2.0,0.0
20210501,1,20,7,45,1,11.0,0.0
20210501,1,20,7,45,3,26.0,0.0
20210501,1,20,7,45,5,31.0,0.0
20210501,1,20,8,45,1,14.0,0.0
20210501,1,20,8,45,3,32.0,0.0
20210501,1,20,8,45,4,5.0,0.0
20210501,1,20,8,45,5,38.0,0.0
20210501,1,20,3,45,1,24.0,0.0
20210501,1,20,4,45,3,88.0,0.0
20210501,1,20,5,45,5,38.0,0.0
20210501,1,20,7,54,1,11.0,0.0
20210501,1,20,7,54,3,24.0,0.0
20210501,1,20,7,54,5,9.0,0.0
20210501,1,20,8,54,1,17.0,0.0
20210501,1,20,8,54,3,28.0,0.0
20210501,1,20,8,54,5,14.0,0.0
20210501,1,20,3,54,1,20.0,0.0
20210501,1,20,4,54,3,8.0,0.0
20210501,1,20,5,54,5,14.0,0.0
20210501,1,3,9,21,2,116.0,0.0
20210501,1,3,9,22,2,340.0,0.0
20210501,1,3,7,23,3,25.0,1.0
20210501,1,3,8,24,3,29.0,3.0
20210501,1,3,8,25,4,37.0,1.0
